sala,sexo,tempo,frontal,vertical,lateral,antena,rssi,fase,frequencia,atividade
1,0,0.058928366,0.783791259,0.213335733,0.463641075,0.666666667,0.208955224,0.668782640,0.000000000,3
0,0,0.188427044,0.929743684,0.173333488,0.509095113,0.000000000,0.462686567,0.289939151,0.727272727,3
1,1,0.149045648,0.459459709,0.351114104,0.118177470,0.333333333,0.641791045,0.542257322,0.181818182,3
0,1,0.041091756,0.470270146,0.591115807,0.490912860,0.000000000,0.447761194,0.824367700,0.727272727,1
0,0,0.090692193,0.740540291,0.204446741,0.495458423,0.666666667,0.641791045,0.944061988,0.000000000,3
0,0,0.003162010,0.670270146,0.528894720,0.554552340,0.000000000,0.164179104,0.012945677,0.727272727,1
0,0,0.046567782,0.821639314,0.208891160,0.463641075,0.666666667,0.343283582,0.379092846,0.545454545,3
0,0,0.076135449,0.345944588,0.600006193,0.550005581,0.000000000,0.417910448,0.872981065,0.454545455,1
0,1,0.071823617,0.513511894,0.577782164,0.504549550,0.000000000,0.432835821,0.081337977,0.000000000,1
0,1,0.126509141,0.816199521,0.222224803,0.463641075,0.666666667,0.432835821,0.045187659,0.909090909,3
1,1,0.206249281,0.535132768,0.213335733,0.131810572,0.333333333,0.641791045,0.981433612,0.000000000,3
0,1,0.115154651,0.621620874,0.564448521,0.559096707,0.000000000,0.477611940,0.232281440,0.090909091,1
0,0,0.293262044,0.827033008,0.191113485,0.531823328,0.000000000,0.432835821,0.202489234,0.454545455,3
0,0,0.159250316,0.794578647,0.151113330,0.459092721,0.666666667,0.716417910,0.391305899,0.000000000,3
0,0,0.033014258,0.491891020,0.573338907,0.568189428,0.000000000,0.268656716,0.104297562,0.727272727,1
1,1,0.208376452,0.421620874,0.364447747,0.113649047,0.666666667,0.283582090,0.741806188,0.909090909,3
0,0,0.134672876,0.897289323,0.075558600,0.527277366,0.666666667,0.671641791,0.191247493,0.272727273,3
0,1,0.297803840,0.481080583,0.120002787,0.913657020,1.000000000,0.447761194,0.602335352,0.909090909,3
0,1,0.097734851,0.491891020,0.115555659,0.877286136,1.000000000,0.373134328,0.598673029,1.000000000,3
0,0,0.072369783,0.378379126,0.617794704,0.495458423,0.000000000,0.388059701,0.734481541,0.909090909,1
0,1,0.185494998,0.794578647,0.306669918,0.486367297,0.000000000,0.462686567,0.047630270,0.727272727,3
0,0,0.161722433,0.913516504,0.173333488,0.500003986,0.000000000,0.477611940,0.104786402,0.363636364,3
0,0,0.176785098,0.735132768,0.186668679,0.454548354,0.666666667,0.731343284,0.778206500,0.181818182,3
0,0,0.109951707,0.502701457,0.582229292,0.513640836,0.333333333,0.447761194,0.822663923,1.000000000,2
0,1,0.054185351,0.345944588,0.671129276,0.527277366,0.333333333,0.432835821,0.745468512,0.636363636,4
1,1,0.202224905,0.437838835,0.262225731,0.090887348,0.666666667,0.328358209,0.229351581,1.000000000,3
0,1,0.109922962,0.437838835,0.595562935,0.481821733,0.000000000,0.447761194,0.862965406,0.818181818,1
0,1,0.089099690,0.497293933,0.577782164,0.513640836,1.000000000,0.492537313,0.021982858,0.272727273,1
1,1,0.248217776,0.437838835,0.248891701,0.095431715,0.333333333,0.656716418,0.493150340,0.000000000,3
1,1,0.014344027,0.383782039,0.617794704,0.509095113,0.666666667,0.343283582,0.727650511,0.727272727,1
0,1,0.020840520,0.756753642,0.275559374,0.663645061,0.000000000,0.268656716,0.184655310,0.090909091,3
0,1,0.232884903,0.767568689,0.253335346,0.454548354,0.666666667,0.462686567,0.032242141,0.000000000,3
0,0,0.061084282,0.854047575,0.173333488,0.550005581,1.000000000,0.313432836,0.797983047,0.181818182,3
0,0,0.162487065,0.805412134,0.217780190,0.459092721,0.000000000,0.477611940,0.036638522,0.454545455,3
0,0,0.141617799,0.735132768,0.204446741,0.472729809,0.666666667,0.701492537,0.602335352,0.454545455,3
0,0,0.100609406,0.875668449,0.173333488,0.536368891,1.000000000,0.313432836,0.866388882,0.000000000,3
0,1,0.075152351,0.848653882,0.231113640,0.490912860,0.000000000,0.462686567,0.364188781,0.272727273,3
0,1,0.222634242,0.827033008,0.208891160,0.486367297,0.666666667,0.462686567,0.135807875,0.727272727,3
1,0,0.357307117,0.902683017,0.173333488,0.527277366,0.666666667,0.298507463,0.757936335,0.636363636,3
0,0,0.285012073,0.762161165,0.213335733,0.500003986,1.000000000,0.268656716,0.851978435,0.000000000,3
0,1,0.178222376,0.643241748,0.533337978,0.522731803,0.666666667,0.328358209,0.147043247,0.818181818,1
0,1,0.208192480,0.400000000,0.608892708,0.477276170,0.000000000,0.462686567,0.203460545,0.000000000,1
0,1,0.024146257,0.854047575,0.235558058,0.690919238,1.000000000,0.492537313,0.868092659,0.727272727,3
1,1,0.166189491,0.578379126,0.360004490,0.159084748,0.333333333,0.686567164,0.031264460,0.090909091,3
0,1,0.226514890,0.864881062,0.204446741,0.500003986,0.666666667,0.432835821,0.972150418,1.000000000,3
0,1,0.147361159,0.816199521,0.266668989,0.459092721,1.000000000,0.149253731,0.861261629,0.090909091,3
0,0,0.177273773,0.875668449,0.151113330,0.568189428,1.000000000,0.194029851,0.067659995,0.000000000,3
0,1,0.016097505,0.751350728,0.275559374,0.750011959,1.000000000,0.477611940,0.172935875,0.454545455,3
0,1,0.074353225,0.821639314,0.235558058,0.477276170,1.000000000,0.268656716,0.831453500,0.181818182,3
1,1,0.024721168,0.475673059,0.333337204,0.136358925,0.666666667,0.223880597,0.084269429,0.636363636,3
0,1,0.066258480,0.897289323,0.164446973,0.609096707,0.000000000,0.402985075,0.768429688,1.000000000,3
0,0,0.058784638,0.459459709,0.582229292,0.595459619,0.000000000,0.373134328,0.218125763,0.818181818,1
0,0,0.172369783,0.951364558,0.151113330,0.504549550,0.000000000,0.462686567,0.924030671,0.000000000,3
1,1,0.863746119,0.545943205,0.248891701,0.140903293,0.666666667,0.373134328,0.038837508,0.727272727,3
0,0,0.238904220,0.854047575,0.200002322,0.486367297,0.000000000,0.253731343,0.734975158,0.545454545,3
0,0,0.016729907,0.416213351,0.595562935,0.545460018,0.000000000,0.373134328,0.116999455,0.636363636,1
0,1,0.167672761,0.918910197,0.182224261,0.513640836,1.000000000,0.328358209,0.932326630,0.090909091,3
0,1,0.135696217,0.578379126,0.537781235,0.363637088,0.666666667,0.507462687,0.917183718,0.454545455,1
1,0,0.111820168,0.821639314,0.173333488,0.513640836,0.666666667,0.253731343,0.727156894,0.000000000,3
0,0,0.201506267,0.448649272,0.582229292,0.572733796,0.333333333,0.462686567,0.013189938,0.000000000,2
0,1,0.127112798,0.475673059,0.595562935,0.495458423,0.666666667,0.268656716,0.837806835,0.454545455,1
0,1,0.055910084,0.859441269,0.151113330,0.572733796,0.000000000,0.447761194,0.776009105,0.909090909,3
0,1,0.241893756,0.583782039,0.555562006,0.550005581,0.000000000,0.328358209,0.161694134,0.636363636,1
1,1,0.089588364,0.502701457,0.328893946,0.136358925,0.333333333,0.671641791,0.406448810,0.090909091,3
0,0,0.005461653,0.400000000,0.591115807,0.577278163,0.000000000,0.343283582,0.773318094,0.818181818,1
0,1,0.233959986,0.524322331,0.564448521,0.509095113,0.000000000,0.447761194,0.110892929,0.272727273,1
1,1,0.023571346,0.427023788,0.346670847,0.109064817,0.666666667,0.089552239,0.001954088,0.727272727,3
0,0,0.192267449,0.810805827,0.222224803,0.459092721,0.000000000,0.477611940,0.936976188,0.545454545,3
1,1,0.222277797,0.367564079,0.324446818,0.077254245,0.666666667,0.373134328,0.076941597,0.272727273,3
1,1,0.190916408,0.416213351,0.364447747,0.118177470,0.666666667,0.223880597,0.766487064,1.000000000,3
0,0,0.108991606,0.594592476,0.546671621,0.522731803,0.333333333,0.492537313,0.872487447,0.454545455,2
1,1,0.255116707,0.421620874,0.364447747,0.118177470,0.333333333,0.611940299,0.803126223,0.090909091,3
0,1,0.000589284,0.481080583,0.600006193,0.490912860,0.666666667,0.104477612,0.512449193,0.727272727,4
1,1,0.411205013,0.535132768,0.315560303,0.140903293,0.666666667,0.179104478,0.198094445,0.363636364,3
1,1,0.289180177,0.616213351,0.262225731,0.159084748,0.333333333,0.686567164,0.424282734,0.181818182,3
1,1,0.317465793,0.367564079,0.604441709,0.518186399,0.666666667,0.179104478,0.155348760,0.636363636,1
0,0,0.118966310,0.843260188,0.204446741,0.486367297,0.000000000,0.343283582,0.891547453,0.090909091,3
0,1,0.171179717,0.664862622,0.208891160,0.804556326,1.000000000,0.358208955,0.610153617,0.090909091,3
0,0,0.035931931,0.718919417,0.142222945,0.450003986,0.666666667,0.656716418,0.909365453,0.181818182,3
0,1,0.015378866,0.572971602,0.284445889,0.795467591,1.000000000,0.462686567,0.880544559,0.000000000,3
0,0,0.086570082,0.864881062,0.173333488,0.522731803,1.000000000,0.313432836,0.728128206,0.181818182,3
0,1,0.038950213,0.394592476,0.604441709,0.481821733,0.333333333,0.417910448,0.964093306,0.636363636,2
0,1,0.014286536,0.772957772,0.266668989,0.468185442,0.666666667,0.731343284,0.648257705,0.000000000,3
1,1,0.171898356,0.367564079,0.280002632,0.081798613,0.666666667,0.358208955,0.883474418,0.636363636,3
1,0,0.292629642,0.837820395,0.195557904,0.500003986,0.666666667,0.283582090,0.036638522,0.090909091,3
0,0,0.060796826,0.367564079,0.591115807,0.568189428,0.333333333,0.447761194,0.111625393,0.727272727,2
0,1,0.005605381,0.589189563,0.555562006,0.481821733,1.000000000,0.447761194,0.149974698,0.272727273,1
1,0,0.080200069,0.800018440,0.191113485,0.500003986,0.666666667,0.253731343,0.381035469,0.545454545,3
1,1,0.135391514,0.427023788,0.266668989,0.118177470,0.333333333,0.552238806,0.244016798,0.454545455,3
1,0,0.262590548,0.832426701,0.191113485,0.504549550,0.666666667,0.298507463,0.353679505,0.454545455,3
1,1,0.031476371,0.421620874,0.346670847,0.109064817,0.333333333,0.611940299,0.201517922,0.545454545,3
1,0,0.038231574,0.805412134,0.208891160,0.504549550,0.666666667,0.238805970,0.972150418,0.363636364,3
1,0,0.013941589,0.654052185,0.528894720,0.609096707,0.666666667,0.283582090,0.594771858,0.545454545,1
1,0,0.374123261,0.870274756,0.160003716,0.513640836,0.666666667,0.358208955,0.895448623,0.363636364,3
1,1,0.143583994,0.524322331,0.337780461,0.140903293,0.666666667,0.208955224,0.075720291,0.636363636,3
1,1,0.386915028,0.481080583,0.333337204,0.118177470,0.333333333,0.626865672,0.242790716,0.454545455,3
0,0,0.036506841,0.578379126,0.555562006,0.522731803,0.000000000,0.373134328,0.939173582,0.181818182,1
0,0,0.095377716,0.291890559,0.604441709,0.522731803,0.000000000,0.358208955,0.029310690,0.909090909,1
0,0,0.234851098,0.886501936,0.151113330,0.595459619,1.000000000,0.238805970,0.948934471,0.363636364,3
1,1,0.094285386,0.713511894,0.453336120,0.522731803,0.000000000,0.238805970,0.025646774,0.909090909,4
0,0,0.012389330,0.372971602,0.613343706,0.527277366,0.000000000,0.417910448,0.096969730,0.727272727,1
0,1,0.276923077,0.924303891,0.208891160,0.500003986,0.666666667,0.402985075,0.986306094,0.090909091,3
0,1,0.118287915,0.875668449,0.275559374,0.550005581,1.000000000,0.462686567,0.698335999,0.818181818,3
0,0,0.186127400,0.854047575,0.200002322,0.481821733,0.000000000,0.492537313,0.164146298,0.272727273,3
0,0,0.329337703,0.724322331,0.200002322,0.504549550,0.666666667,0.671641791,0.891053835,0.272727273,3
0,1,0.071651144,0.513511894,0.577782164,0.504549550,0.000000000,0.447761194,0.148264552,0.545454545,1
0,1,0.136587329,0.848653882,0.244447283,0.477276170,0.666666667,0.492537313,0.799209129,0.454545455,3
0,0,0.154869495,0.351349806,0.600006193,0.550005581,0.666666667,0.373134328,0.101611327,0.818181818,1
0,1,0.103627688,0.632431311,0.515561077,0.563641075,1.000000000,0.462686567,0.141669185,1.000000000,1
0,1,0.152483615,0.345944588,0.631108995,0.540914454,0.000000000,0.507462687,0.920113577,0.272727273,1
0,0,0.080734736,0.394592476,0.613343706,0.500003986,0.000000000,0.388059701,0.828284794,0.727272727,1
0,0,0.189289410,0.875668449,0.093335501,0.481821733,0.666666667,0.701492537,0.786996076,0.909090909,3
0,0,0.085276532,0.502701457,0.577782164,0.545460018,0.000000000,0.388059701,0.044944035,0.454545455,1
1,1,0.247211682,0.572971602,0.191113485,0.136358925,0.666666667,0.373134328,0.306053375,0.818181818,3
1,1,0.232166264,0.367564079,0.333337204,0.086342980,0.666666667,0.373134328,0.083780588,0.272727273,3
1,1,0.540416235,0.589189563,0.288893017,0.159084748,0.333333333,0.537313433,0.128234827,0.818181818,3
0,1,0.095624928,0.448649272,0.591115807,0.477276170,0.000000000,0.462686567,0.903999353,0.727272727,1
0,1,0.086742555,0.810805827,0.240002477,0.477276170,1.000000000,0.313432836,0.812648264,0.545454545,3
1,0,0.190151776,0.870274756,0.146670073,0.509095113,0.666666667,0.313432836,0.033219823,1.000000000,3
0,0,0.140565712,0.854047575,0.182224261,0.486367297,0.666666667,0.432835821,0.337804128,0.727272727,3
0,1,0.003736921,0.729729854,0.257782474,0.700007973,1.000000000,0.358208955,0.194670969,0.818181818,3
1,0,0.295647925,0.794578647,0.204446741,0.490912860,0.666666667,0.253731343,0.010991588,0.909090909,3
0,1,0.252891802,0.810805827,0.231113640,0.477276170,0.666666667,0.492537313,0.184177616,0.636363636,3
0,1,0.166982868,0.827033008,0.231113640,0.472729809,0.000000000,0.432835821,0.978248983,0.090909091,3
1,1,0.245964126,0.372971602,0.324446818,0.086342980,0.333333333,0.731343284,0.573769228,0.090909091,3
0,1,0.092491664,0.448649272,0.595562935,0.468185442,0.666666667,0.298507463,0.209081416,0.000000000,1
1,1,0.012073129,0.486483496,0.373338133,0.136358925,0.333333333,0.626865672,0.411814911,0.181818182,3
0,1,0.095912384,0.664862622,0.257782474,0.800011959,1.000000000,0.507462687,0.200291839,0.818181818,3
1,1,0.476819593,0.448649272,0.333337204,0.109064817,0.333333333,0.611940299,0.108450318,0.636363636,3
0,0,0.177072554,0.881062143,0.177779842,0.527277366,0.666666667,0.656716418,0.804097535,0.000000000,3
0,0,0.246337818,0.800018440,0.226669221,0.468185442,0.000000000,0.208955224,0.114313220,0.727272727,3
1,1,0.025439807,0.410810437,0.368891005,0.113649047,0.666666667,0.298507463,0.307518304,0.272727273,3
0,0,0.107767046,0.940531071,0.168890231,0.513640836,0.000000000,0.477611940,0.870051206,0.727272727,3
0,0,0.064849948,0.454052185,0.595562935,0.540914454,0.000000000,0.298507463,0.813141882,0.363636364,1
0,0,0.315626078,0.837820395,0.195557904,0.531823328,0.666666667,0.656716418,0.905225435,0.181818182,3
0,1,0.150914108,0.816199521,0.204446741,0.781830503,0.000000000,0.283582090,0.311913093,0.818181818,3
0,1,0.112251351,0.475673059,0.586672550,0.500003986,0.666666667,0.358208955,0.841469159,0.545454545,1
1,0,0.295360469,0.875668449,0.160003716,0.513640836,0.666666667,0.328358209,0.551540517,0.090909091,3
0,0,0.163533402,0.805412134,0.222224803,0.459092721,0.000000000,0.462686567,0.820944223,0.727272727,3
0,0,0.039467633,0.918910197,0.164446973,0.495458423,0.666666667,0.343283582,0.689291652,0.000000000,3
0,0,0.238432793,0.778397566,0.235558058,0.459092721,0.000000000,0.268656716,0.806788547,0.454545455,3
1,1,0.179947108,0.540540291,0.324446818,0.145447660,0.333333333,0.656716418,0.436241017,0.181818182,3
0,0,0.187909624,0.437838835,0.595562935,0.545460018,0.000000000,0.373134328,0.093305814,0.545454545,1
0,1,0.288317811,0.518919417,0.546671621,0.609096707,0.666666667,0.567164179,0.007083411,0.454545455,1
0,1,0.250229964,0.794578647,0.253335346,0.481821733,1.000000000,0.298507463,0.118220760,0.181818182,3
0,0,0.179228470,0.270268763,0.582229292,0.563641075,1.000000000,0.373134328,0.927454147,1.000000000,1
0,0,0.107036909,0.821639314,0.235558058,0.477276170,0.666666667,0.522388060,0.897152400,0.636363636,3
1,1,0.293538002,0.470270146,0.315560303,0.118177470,0.333333333,0.686567164,0.472147711,0.090909091,3
1,0,0.107077153,0.881062143,0.155556588,0.531823328,0.666666667,0.283582090,0.282359734,0.727272727,3
1,1,0.432620444,0.454052185,0.311113175,0.104520450,0.666666667,0.313432836,0.105518867,0.454545455,3
0,0,0.080343797,0.567568689,0.560005264,0.540914454,0.000000000,0.313432836,0.354666740,0.545454545,1
1,1,0.435972174,0.427023788,0.311113175,0.090887348,0.666666667,0.373134328,0.335861504,0.090909091,3
0,1,0.037699782,0.529729854,0.733327141,0.509095113,0.666666667,0.253731343,0.769416923,0.090909091,4
0,0,0.103426469,0.827033008,0.217780190,0.477276170,0.000000000,0.477611940,0.138982950,0.363636364,3
1,1,0.013769116,0.481080583,0.568895649,0.545460018,0.666666667,0.388059701,0.841962776,0.454545455,1
0,0,0.064677475,0.432431311,0.604441709,0.545460018,1.000000000,0.477611940,0.850258735,0.272727273,1
0,1,0.116235484,0.832426701,0.297779532,0.577278163,1.000000000,0.462686567,0.856850918,0.363636364,3
0,0,0.253966885,0.740540291,0.182224261,0.490912860,1.000000000,0.104477612,0.997547836,0.818181818,3
1,1,0.415660573,0.448649272,0.324446818,0.109064817,0.333333333,0.701492537,0.369809652,0.181818182,3
1,1,0.497228930,0.421620874,0.333337204,0.109064817,0.666666667,0.089552239,0.600631576,0.727272727,3
1,0,0.082930896,0.794578647,0.217780190,0.436366898,0.666666667,0.149253731,0.756216635,0.636363636,3
0,1,0.170892262,0.843260188,0.284445889,0.518186399,1.000000000,0.432835821,0.892025147,0.272727273,3
1,1,0.083649534,0.416213351,0.328893946,0.095431715,0.333333333,0.582089552,0.100878862,0.727272727,3
0,1,0.060193170,0.816199521,0.280002632,0.540914454,0.666666667,0.552238806,0.943074753,0.545454545,3
1,0,0.008666782,0.724322331,0.222224803,0.431818544,0.666666667,0.238805970,0.541763705,0.000000000,3
0,1,0.136041164,0.805412134,0.235558058,0.463641075,0.000000000,0.462686567,0.759146494,0.363636364,3
1,1,0.092560653,0.556753642,0.315560303,0.154540381,0.333333333,0.597014925,0.984108700,0.272727273,3
0,1,0.208882373,0.400000000,0.608892708,0.477276170,0.000000000,0.373134328,0.932087782,0.909090909,1
0,0,0.006769576,0.427023788,0.586672550,0.554552340,0.000000000,0.402985075,0.291881775,0.454545455,1
0,0,0.247355410,0.762161165,0.200002322,0.509095113,0.666666667,0.671641791,0.911324000,0.000000000,3
1,1,0.236719558,0.464862622,0.328893946,0.118177470,0.666666667,0.432835821,0.155592384,0.000000000,3
0,0,0.060066690,0.891895630,0.177779842,0.495458423,0.666666667,0.477611940,0.736440088,0.181818182,3
1,0,0.292054732,0.810805827,0.191113485,0.490912860,0.666666667,0.328358209,0.129456132,0.818181818,3
0,0,0.199637806,0.448649272,0.595562935,0.550005581,0.666666667,0.104477612,0.983869853,0.636363636,1
1,1,0.418678855,0.421620874,0.346670847,0.109064817,0.666666667,0.074626866,0.887885129,0.818181818,3
1,1,0.098855927,0.400000000,0.613343706,0.495458423,0.333333333,0.373134328,0.047873894,0.272727273,1
0,0,0.049212372,0.729729854,0.146670073,0.422729809,0.666666667,0.686567164,0.704689335,0.909090909,3
0,0,0.357019662,0.821639314,0.182224261,0.522731803,0.000000000,0.402985075,0.853443364,0.909090909,3
0,1,0.153662182,0.870274756,0.257782474,0.513640836,0.666666667,0.432835821,0.935988953,0.454545455,3
1,1,0.336897781,0.459459709,0.315560303,0.118177470,0.666666667,0.253731343,0.337326434,0.272727273,3
0,0,0.051167069,0.940531071,0.164446973,0.509095113,0.000000000,0.447761194,0.811183335,0.727272727,3
1,1,0.927906175,0.491891020,0.257782474,0.118177470,0.333333333,0.626865672,0.246453040,1.000000000,3
1,1,0.141428079,0.459459709,0.355557362,0.118177470,0.666666667,0.134328358,0.979713912,0.818181818,3
1,1,0.233270093,0.556753642,0.560005264,0.504549550,0.000000000,0.328358209,0.239622010,0.545454545,2
0,0,0.043405772,0.151350728,0.462226506,0.586370884,0.666666667,0.238805970,0.918409800,0.090909091,1
1,1,0.129786133,0.508108980,0.346670847,0.131810572,0.666666667,0.298507463,0.235959686,0.363636364,3
0,1,0.153932390,0.837820395,0.222224803,0.472729809,0.666666667,0.432835821,0.989490724,1.000000000,3
0,1,0.171610900,0.481080583,0.591115807,0.504549550,0.000000000,0.268656716,0.753780394,0.545454545,1
0,0,0.176572381,0.827033008,0.195557904,0.472729809,0.000000000,0.447761194,0.919635882,0.000000000,3
0,1,0.217276072,0.837820395,0.280002632,0.513640836,1.000000000,0.388059701,0.936482571,0.636363636,3
1,1,0.482108773,0.437838835,0.306669918,0.118177470,0.333333333,0.701492537,0.385685028,0.090909091,3
0,0,0.153070024,0.875668449,0.151113330,0.577278163,1.000000000,0.164179104,0.697603535,1.000000000,3
0,0,0.134385420,0.740540291,0.191113485,0.522731803,0.666666667,0.656716418,0.034928376,0.545454545,3
0,0,0.116350466,0.870274756,0.191113485,0.495458423,0.000000000,0.343283582,0.209813881,0.909090909,3
1,1,0.236000920,0.562161165,0.302226660,0.145447660,0.333333333,0.686567164,0.447721605,0.181818182,3
1,1,0.086811544,0.459459709,0.395558291,0.145447660,0.333333333,0.731343284,0.570345752,0.000000000,3
1,1,0.333781764,0.545943205,0.311113175,0.149996014,0.666666667,0.194029851,0.178301975,0.454545455,3
0,0,0.164280786,0.724322331,0.133336430,0.395455633,0.000000000,0.283582090,0.259653328,1.000000000,3
1,1,0.452943544,0.567568689,0.297779532,0.154540381,0.333333333,0.656716418,0.965797082,0.000000000,3
0,1,0.245343222,0.913516504,0.168890231,0.540914454,0.666666667,0.432835821,0.241325787,0.636363636,3
0,0,0.127917673,0.843260188,0.186668679,0.481821733,0.666666667,0.432835821,0.314110487,0.727272727,3
1,1,0.049154881,0.367564079,0.320003561,0.090887348,0.666666667,0.343283582,0.165850075,0.909090909,3
0,0,0.123548350,0.648649272,0.515561077,0.572733796,0.000000000,0.149253731,0.632382329,0.181818182,2
1,1,0.192307692,0.416213351,0.271112246,0.090887348,0.333333333,0.641791045,0.966035930,0.000000000,3
1,0,0.095147752,0.908122810,0.146670073,0.545460018,0.666666667,0.328358209,0.985828400,1.000000000,3
0,0,0.126911579,0.367564079,0.608892708,0.504549550,0.333333333,0.641791045,0.096237265,0.818181818,4
1,1,0.130838220,0.421620874,0.368891005,0.109064817,0.666666667,0.313432836,0.350017181,0.181818182,3
0,1,0.179763137,0.837820395,0.222224803,0.468185442,0.000000000,0.447761194,0.856850918,0.909090909,3
0,1,0.188674255,0.816199521,0.293336275,0.513640836,0.000000000,0.447761194,0.119685690,0.000000000,3
1,1,0.458635162,0.491891020,0.328893946,0.122721837,0.666666667,0.223880597,0.918903418,0.000000000,3
0,1,0.102523859,0.881062143,0.204446741,0.481821733,1.000000000,0.298507463,0.209575034,0.363636364,3
1,1,0.072007589,0.475673059,0.400005419,0.149996014,0.333333333,0.686567164,0.318760046,0.454545455,3
1,0,0.257703806,0.881062143,0.168890231,0.518186399,0.666666667,0.313432836,0.598673029,0.000000000,3
0,1,0.190180522,0.827033008,0.284445889,0.522731803,1.000000000,0.432835821,0.307518304,0.272727273,3
0,0,0.148959411,0.718919417,0.155556588,0.436366898,0.000000000,0.283582090,0.170244863,0.181818182,3
0,1,0.000359319,0.421620874,0.595562935,0.500003986,0.000000000,0.447761194,0.335861504,0.909090909,4
1,1,0.947165689,0.475673059,0.253335346,0.109064817,0.666666667,0.313432836,0.544693564,0.545454545,3
0,1,0.184448660,0.821639314,0.231113640,0.472729809,1.000000000,0.343283582,0.615535640,0.454545455,3
1,1,0.215879039,0.481080583,0.337780461,0.131810572,0.333333333,0.537313433,0.196135898,0.727272727,3
0,1,0.110239163,0.691891020,0.253335346,0.850011959,1.000000000,0.298507463,0.114556845,0.545454545,3
0,1,0.077411751,0.821639314,0.231113640,0.486367297,0.666666667,0.462686567,0.625551299,0.727272727,3
0,0,0.136903530,0.827033008,0.191113485,0.463641075,0.666666667,0.402985075,0.780165047,0.818181818,3
0,1,0.215292630,0.832426701,0.280002632,0.509095113,0.666666667,0.477611940,0.236692151,0.454545455,3
0,1,0.061791422,0.800018440,0.248891701,0.468185442,1.000000000,0.283582090,0.303617134,0.000000000,3
0,0,0.148901920,0.827033008,0.404448676,0.495458423,0.333333333,0.447761194,0.790419553,1.000000000,2
0,1,0.061457974,0.832426701,0.235558058,0.486367297,0.666666667,0.447761194,0.989984341,1.000000000,3
1,1,0.064723468,0.454052185,0.408891934,0.149996014,0.666666667,0.194029851,0.834144511,0.909090909,3
1,0,0.010492124,0.794578647,0.177779842,0.513640836,0.666666667,0.179104478,0.036638522,0.272727273,3
0,0,0.031907554,0.783791259,0.115555659,0.422729809,0.666666667,0.597014925,0.788715776,0.727272727,3
0,0,0.109951707,0.778397566,0.231113640,0.459092721,0.000000000,0.492537313,0.011235849,0.545454545,3
